show_id;type;title;director;country;date_added;release_year;rating;duration;listed_in;description
70142824;Movie;Hop;Tim Hill;United States, India, Malaysia, Taiwan, Canada, United Kingdom;16/01/2020;2011;PG;95 min;Children & Family Movies, Comedies;A jobless slacker finds himself beyond busy after he runs over the Easter Bunny and has to take over the rabbit's duties so the holiday can continue.
70202138;Movie;Arthur Christmas;Sarah Smith;United Kingdom, United States;01/01/2020;2011;PG;98 min;Children & Family Movies, Comedies;At Santa Claus's super-secret toy-making facility, Mr. Claus entrusts his son, Arthur, to carry out an ultra-important Christmas mission.
70176656;Movie;Spy Kids: All the Time in the World;Robert Rodriguez;United States;19/02/2019;2011;PG;88 min;Children & Family Movies, Comedies;Former Spy Kids Carmen and Juni return to help twin siblings Rebecca and Cecil Wilson save the world with their retired secret-agent stepmother.
70183165;Movie;Judy Moody and the Not Bummer Summer;John Schultz;United States;08/08/2019;2011;PG;91 min;Children & Family Movies, Comedies;In this family film, never-dull third-grader Judy Moody embarks on a summer adventure with her brother, Stink, and always-up-for-fun Aunt Opal.
70139072;Movie;Chillar Party;Vikas Bahl, Nitesh Tiwari;India;02/08/2018;2011;TV-PG;127 min;Children & Family Movies, Comedies, Dramas;Eight feisty boys befriend young drifter Fatka. When a mean politician threatens Fatka's way of life, the boys band together in honor of their pal.
70209267;Movie;A Holiday Engagement;Jim Fall;United States;04/11/2019;2011;TV-G;92 min;Children & Family Movies, Comedies, Romantic Movies;Hilary's plan to hire a good-looking guy to act as her boyfriend backfires when she brings him home for the holidays to try and fool her family.
70185141;Movie;Zokkomon;Satyajit Bhatkal;India;01/11/2018;2011;PG;104 min;Children & Family Movies, Dramas;When his cruel uncle abandons him, a young orphan learns to access the untapped superpowers that have been waiting within him all along.
81016327;Movie;Garuda in My Heart 2;Rudy Soedjarwo;Indonesia;30/11/2018;2011;TV-PG;95 min;Children & Family Movies, Dramas, Sports Movies;A young soccer player sets out to prove he can lead his team to a championship – but being a winner is about more than just talent.
70290905;Movie;A 2nd Chance;Clay Glen;Australia;01/07/2017;2011;PG;95 min;Children & Family Movies, Dramas, Sports Movies;A gymnast lacks the confidence she needs to reach the top. But with the help of her new coach, she has the chance to win a spot on the national team.
70202151;Movie;I Don't Know How She Does It;Douglas McGrath;United States;23/03/2019;2011;PG-13;89 min;Comedies;In this affable yuppie comedy, Kate Reddy is a successful executive, wife and mom whose personal and professional lives hang in precarious balance.
70120340;Movie;THE RUM DIARY;Bruce Robinson;United States, United Kingdom;06/12/2019;2011;R;120 min;Comedies, Dramas;Johnny Depp stars in this adaptation of Hunter S. Thompson's novel about a boozy journalist who moves to Puerto Rico and falls for a taken woman.
70173046;Movie;Young Adult;Jason Reitman;United States;20/11/2019;2011;R;94 min;Comedies, Dramas, Independent Movies;When a divorced writer gets a letter from an old boyfriend announcing his wife's had a baby, she returns to her hometown to reconnect with her ex.
70185023;Movie;Shor In the City;Raj Nidimoru, Krishna D.K.;India;31/05/2019;2011;TV-MA;106 min;Comedies, Dramas, Independent Movies;When three small-time Mumbai crooks steal a bag on a train, they find that it's filled with weapons and realize that their lives may be in danger.
70202141;Movie;50/50;Jonathan Levine;United States;01/06/2019;2011;R;100 min;Comedies, Dramas, Independent Movies;An otherwise healthy twentysomething has a comically early midlife crisis when he gets slapped with a cancer diagnosis and a 50-50 chance of survival.
70167133;Movie;Our Idiot Brother;Jesse Peretz;United States;26/02/2019;2011;R;90 min;Comedies, Dramas, Independent Movies;A seemingly clueless idealist relies on his exasperated sisters for shelter and support after his girlfriend dumps him and his dog is taken away.
81016326;Movie;Arisan 2;Nia Dinata;Indonesia;15/09/2018;2011;TV-14;113 min;Comedies, Dramas, International Movies;A group of friends reunites for a vacation amid nature, where they laugh about their shared history and bond over difficult truths.
80165854;Movie;Pyaar Ka Punchnama;Luv Ranjan;India;01/05/2017;2011;TV-14;149 min;Comedies, Dramas, International Movies;Matters of the heart introduce chaos into the once-idyllic bachelor existence of three young men who share an apartment.
70176968;Movie;Tanu Weds Manu;Aanand Rai;India;01/05/2017;2011;TV-14;114 min;Comedies, Dramas, International Movies;When London-based doctor Manu reluctantly returns to India to find a bride, he meets the girl of his dreams – only to discover she loves another man.
70202336;Movie;Zindagi Na Milegi Dobara;Zoya Akhtar;India;15/12/2019;2011;TV-PG;154 min;Comedies, Dramas, International Movies;Three friends on an adventurous road trip/bachelor party in Spain learn some lessons about themselves and each other that will change them forever.
80999982;Movie;Oh My Ghost 2;Poj Arnon;Thailand;25/07/2018;2011;TV-MA;103 min;Comedies, Horror Movies, International Movies;The spirited trio are back to take on a new ghost-busting adventure at a mens' residence, where spooky secrets lurk around every corner.
80158839;Movie;Suckseed;Chayanop Boonprakob;Thailand;05/09/2018;2011;TV-MA;130 min;Comedies, International Movies;When his boyhood crush Ern returns, Ped forms a band with his friend to impress her. Romantic rivalries bloom after the talented Ern joins the group.
80202908;Movie;Shahanpan Dega Deva;Sudesh Manjrekar;India;01/01/2018;2011;TV-14;115 min;Comedies, International Movies;At large in the city, five inmates of a mental asylum run up against the insanity of the outside world while trying to prevent a terrorist plot.
70198040;Movie;Ready;Anees Bazmee;India;22/10/2017;2011;TV-PG;144 min;Comedies, International Movies, Romantic Movies;Bollywood superstar Salman Khan plays Prem, an heir to a perfume fortune who falls in love with the wrong woman in this romantic comedy.
80038354;Movie;Eyyvah Eyyvah 2;Hakan Algül;Turkey;10/03/2017;2011;TV-PG;106 min;Comedies, International Movies, Romantic Movies;Hüseyin has found his father, and now has one more mission – to get together with the girl of his dreams, with a little help from his new friend.
81030198;Movie;Don't Go Breaking My Heart;Johnnie To;Hong Kong;01/12/2018;2011;TV-PG;115 min;Comedies, International Movies, Romantic Movies;A financial analyst succumbs to a love triangle with a hard-drinking architect and a promiscuous investment bro, who soon becomes her boss.
70187503;Movie;Thank You;Anees Bazmee;India;02/08/2018;2011;TV-14;131 min;Comedies, International Movies, Romantic Movies;Three cheating husbands end up paying the price for their infidelities when their spouses hire a private detective – who falls for one of the wives.
81035873;Movie;Love Station;Ahmad Samir Farag;Egypt;25/04/2019;2011;TV-14;97 min;Comedies, International Movies, Romantic Movies;Single coworkers at a radio station are brought together by mutual friends, but their starry-eyed notions about love may scuttle their romance.
70213515;Movie;My Friend Pinto;Raaghav Dar;India;01/10/2018;2011;TV-PG;100 min;Comedies, International Movies, Sci-Fi & Fantasy;A bright-eyed villager comes face-to-face with the gritty realities of modern-day Mumbai when he sets out to find his childhood friend.
81035878;Movie;The Consul's Son;Amr Arafa;Egypt;25/04/2019;2011;TV-14;114 min;Comedies, International Movies, Thrillers;A notorious forger known for his ability to create fake passports and visas finds himself the target of a con man's ruse.
70262831;Movie;Dear Santa;Jason Priestley;Canada;04/11/2019;2011;TV-PG;92 min;Comedies, Romantic Movies;Finding a letter mailed to Santa by a girl asking for a new wife for her daddy, twentysomething Crystal sets out to make the girl's wishes come true.
70117577;Movie;Take Me Home Tonight;Michael Dowse;United States, Germany;16/05/2019;2011;R;97 min;Comedies, Romantic Movies;Set in the financial boom of the late 1980s, this tale centers on a recent college grad trying to figure out what to do with his life.
70167072;Movie;Arthur;Jason Winer;United States;01/04/2019;2011;PG-13;110 min;Comedies, Romantic Movies;Russell Brand stars in this remake as a philanderer who must decide whether to give up an inheritance of millions for the sake of romance.
70209163;Movie;Goon;Michael Dowse;United States, Canada;15/08/2017;2011;R;92 min;Comedies, Sports Movies;When he's seen dispatching a rude opposing hockey player in the stands, Doug Glatt is hired by a rival team ... for his fighting skills.
70185045;Movie;Forks Over Knives;Lee Fulkerson;United States;03/10/2019;2011;PG;96 min;Documentaries;According to the research of two food scientists, the popularity of processed foods has led to epidemic rates of obesity, diabetes and other diseases.
70167128;Movie;Miss Representation;Jennifer Siebel Newsom;United States;20/10/2017;2011;NR;90 min;Documentaries;Explore how the mainstream media's often disparaging portrayals of women contribute to the under-representation of females in positions of leadership.
80176144;Movie;Without Gorky;Cosima Spender;United Kingdom;31/05/2017;2011;TV-14;80 min;Documentaries;A filmmaker trains the camera on her own family as she examines the impact her grandfather, troubled artist Arshile Gorky, had on three generations.
70181716;Movie;Jiro Dreams of Sushi;David Gelb;United States;05/06/2019;2011;PG;79 min;Documentaries;This documentary profiles sushi chef Jiro Ono, an 85-year-old master whose 10-seat, $300-a-plate restaurant is legendary among Tokyo foodies.
70166234;Movie;Being Elmo: A Puppeteer's Journey;Constance Marks;United States;21/02/2012;2011;PG;76 min;Documentaries;"Whoopi Goldberg narrates Elmo creator Kevin Clash's remarkable journey from a working-class Baltimore neighborhood to Jim Henson's ""Sesame Street."""
70169918;Movie;Justin Bieber: Never Say Never;Jon M. Chu;United States;01/01/2018;2011;G;106 min;Documentaries, Music & Musicals;Teen idol Justin Bieber provides personal snapshots from throughout his career, culminating with scenes from his triumphant 2010 concert tour.
70177633;Movie;Undefeated;Daniel Lindsay, T.J. Martin;United States;18/08/2017;2011;PG-13;113 min;Documentaries, Sports Movies;An inspirational profile of an inner-city high school football team's valiant effort to reach the school's first-ever playoff game.
70172928;Movie;War Horse;Steven Spielberg;United States, India;06/05/2019;2011;PG-13;147 min;Dramas;During World War I, the bond between a young Englishman and his loyal horse, Joey, is tested when Joey is sold to the cavalry and sent to France.
80203786;Movie;Rivaaz;Ashok Nanda;India;01/11/2017;2011;TV-MA;107 min;Dramas, Independent Movies, International Movies;In a village where girls are auctioned off rather than married, a man falls in love with a girl who is about to face the bidders.
80165853;Movie;Michael;Ribhu Dasgupta;India;10/05/2017;2011;TV-MA;86 min;Dramas, Independent Movies, International Movies;After a dedicated cop accidentally kills a 12-year-old boy, he's fired, harassed and forced to take menial work as he tries to keep his life together.
80011026;Movie;Headwinds;Jalil Lespert;France, Belgium;01/01/2017;2011;TV-14;92 min;Dramas, Independent Movies, International Movies;After his wife inexplicably disappears, a man takes their two children and relocates to his hometown in an attempt to end their grief and move on.
70139076;Movie;No One Killed Jessica;Raj Kumar Gupta;India;01/11/2018;2011;TV-MA;131 min;Dramas, International Movies;This thriller tells the true story of model Jessica Lall – who was shot dead in a restaurant – and the campaign to bring her killer to justice.
70175439;Movie;A Separation;Asghar Farhadi;Iran, France;16/03/2019;2011;PG-13;123 min;Dramas, International Movies;Amid an impasse in his marriage, a father in Tehran is beset by a bitter feud involving the family of a pious caretaker he hired for his aging dad.
81035876;Movie;Reaction;Husam El-Gohari;Egypt;20/06/2019;2011;TV-MA;99 min;Dramas, International Movies;When a series of seemingly random people are murdered, baffled police search for a killer who may have a connection to them all.
70189282;Movie;The Iron Lady;Phyllida Lloyd;United Kingdom, France;07/07/2019;2011;PG-13;105 min;Dramas, International Movies;Margaret Thatcher, the first female prime minister of Britain, navigates a career destined to change the rules of leadership and politics.
80201605;Movie;Morya;Avadhoot Gupte;India;15/02/2018;2011;TV-14;121 min;Dramas, International Movies;Two communities in Mumbai get a final chance to compete with each other in the celebration of the iconic Ganesh Chaturthi festival.
70211474;Movie;Aarakshan;Prakash Jha;India;31/12/2019;2011;TV-14;164 min;Dramas, International Movies;The decision by India's supreme court to establish caste-based reservations for jobs in education causes conflict between a teacher and his mentor.
81035872;Movie;Amar's Hands;Khaled Youssef;Egypt;26/04/2019;2011;TV-14;125 min;Dramas, International Movies;To fulfill her husband’s dream to build a home, a widow sends her five children to earn money in Cairo, where their poverty tests them at every turn.
80211371;Movie;Yaara O Dildaara;Ksshitij Chaudhary;India;01/11/2017;2011;TV-14;132 min;Dramas, International Movies, Music & Musicals;The patriarch of a wealthy family with one industrious son and one who's a playboy arranges for the marriage of one to the woman the other loves.
81010871;Movie;No Other Woman;Ruel S. Bayani;Philippines;04/03/2019;2011;TV-14;103 min;Dramas, International Movies, Romantic Movies;A happily married man gives in to temptation when a wealthy client pursues him, setting off a torrid love triangle.
81035848;Movie;The Right One;Hadi El Bagoury;Egypt;13/06/2019;2011;TV-14;93 min;Dramas, International Movies, Romantic Movies;Under pressure to marry, a rich playboy is conflicted between four women who each possess a different quality he desires in his ideal wife.
70266069;Movie;The Dancer;Ifa Isfansyah;Indonesia;08/12/2018;2011;TV-MA;105 min;Dramas, International Movies, Romantic Movies;Orphaned by a tragedy that took the lives of her parents, Srintil grows up in a poor Indonesian village aspiring to be a sacred dancer.
70216819;Movie;A Beautiful Life;Andrew Lau Wai-Keung;China, Hong Kong;01/12/2018;2011;TV-14;122 min;Dramas, International Movies, Romantic Movies;After meeting under awkward circumstances, a glamorous businesswoman and a tradition-bound policeman begin a relationship that changes their lives.
80227118;Movie;Aşk Tesadüfleri Sever;Ömer Faruk Sorak;Turkey;04/04/2018;2011;TV-MA;122 min;Dramas, International Movies, Romantic Movies;A series of coincidences brings two star-crossed lovers together, but fate pulls them apart until they encounter each other again in Istanbul.
70176967;Movie;Patiala House;Nikhil Advani;India;22/10/2017;2011;TV-PG;140 min;Dramas, International Movies, Sports Movies;A talented young Indian cricket player must defy his father's wishes to play for the side of England, a rebellion his siblings quietly cheer.
70139075;Movie;7 Khoon Maaf;Vishal Bhardwaj;India;02/08/2018;2011;TV-MA;148 min;Dramas, International Movies, Thrillers;Spiced liberally with black comedy, this Bollywood drama follows the lethal love life of a woman who marries numerous men – only to find them flawed.
70184050;Movie;Honey 2;Bille Woodruff;United States;01/10/2019;2011;PG-13;111 min;Dramas, Romantic Movies;Determined to prove herself as a street dancer, Maria heads from juvie to a Bronx rec center where she's introduced to her dance idol, Honey Daniels.
70202150;Movie;My Week with Marilyn;Simon Curtis;United Kingdom, United States;30/05/2019;2011;R;99 min;Dramas, Romantic Movies;While filming a movie in England, Hollywood icon Marilyn Monroe slips away with a young Brit for a week of self-discovery and frivolity.
70184051;Movie;One Day;Lone Scherfig;United States, United Kingdom;16/12/2018;2011;PG-13;107 min;Dramas, Romantic Movies;After a brief college romance, Emma and Dexter pursue separate dreams, but meet on the same day each year to compare their progress in life and love.
70178618;Movie;Shark Night;David R. Ellis;United States;02/11/2019;2011;PG-13;91 min;Horror Movies;A weekend of beach-house debauchery turns into a nightmare for a group of friends when they discover that the waters are infested with vicious sharks.
70241607;Movie;Laddaland;Sopon Sukdapisit;Thailand;07/09/2018;2011;TV-MA;112 min;Horror Movies, International Movies;When a family moves into an upscale housing development, they encounter a series of paranormal events that drive them to the edge of insanity.
80083930;Movie;Ragini MMS;Pawan Kripalani;India;31/05/2019;2011;TV-MA;93 min;Horror Movies, International Movies;A couple out to have a sensuous weekend at a house outside of Mumbai finds it rigged with surveillance cameras and occupied by an evil entity.
81000000;Movie;The Unborn Child;Poj Arnon;Thailand;30/07/2018;2011;TV-MA;93 min;Horror Movies, International Movies;A couple and their young daughter are haunted by a paranormal, malicious presence – which is soon linked to a temple and a series of abortions.
70270949;Movie;23:59;Gilbert Chan;Singapore;20/12/2018;2011;R;78 min;Horror Movies, International Movies;When an army recruit is found dead, his fellow soldiers are forced to confront a terrifying secret that's haunting their jungle island training camp.
70176655;Movie;Apollo 18;Gonzalo López-Gallego;United States, Canada;09/03/2019;2011;PG-13;87 min;Horror Movies, Sci-Fi & Fantasy, Thrillers;This sci-fi thriller suggests that Apollo 17, despite official statements to the contrary, wasn't NASA's last manned mission to the moon.
81035871;Movie;Unruly Friends;Sherif Mandour;Egypt;20/06/2019;2011;TV-14;83 min;International Movies, Thrillers;A young woman discovers that familial and psychological traumas can be difficult to leave behind.
70181734;Movie;Game;Abhinay Deo;India;15/12/2019;2011;TV-MA;135 min;International Movies, Thrillers;A tycoon accuses three strangers of killing his daughter but mysteriously dies before he can expose them, sparking a tangled hunt for the real culprit.
70279637;Movie;Frozen Planet: On Thin Ice;;United Kingdom, United States, Spain, Germany, Greece, Canada;28/01/2016;2011;TV-PG;47 min;Movies;David Attenborough journeys to both polar regions to investigate what rising temperatures will mean for the people and wildlife that live there.
80049171;Movie;Frozen Planet: The Epic Journey;;United Kingdom, United States, Spain, Germany, Greece, Canada;28/01/2016;2011;TV-PG;52 min;Movies;Collecting highlights from the epic documentary series that explores the entire polar year and the inhabitants, from the north to the south.
70221570;Movie;Power Rangers Samurai: Christmas Together, Friends Forever (Christmas Special);;United States;01/01/2016;2011;TV-Y7-FV;24 min;Movies;On Christmas Eve, as the teens at Shiba House reflect on their first year together, they get an unexpected lesson on the true spirit of the holidays.
70221569;Movie;Power Rangers Samurai: Party Monsters (Halloween Special);;United States;01/01/2016;2011;TV-Y7-FV;24 min;Movies;On Halloween night, the creepiest creatures from the Netherworld trade war stories about their battles with the Samurai Power Rangers.
70298389;Movie;Tim Minchin And The Heritage Orchestra Live;Matt Askem;United Kingdom;31/12/2018;2011;TV-MA;146 min;Music & Musicals, Stand-Up Comedy;Flanked by a full orchestra, Tim Minchin takes the Royal Albert Hall by storm with a wonderfully witty evening of satirical musical comedy.
70211216;Movie;Kevin Hart: Laugh at My Pain;Leslie Small, Tim Story;United States;01/10/2018;2011;R;89 min;Stand-Up Comedy;Sometimes edgy and always hilarious, comedian Kevin Hart shines in this theatrical version of his record-breaking 2011 live tour.
70288423;Movie;A Russell Peters Christmas;Henry Sarwer-Foner;Canada;01/11/2013;2011;NR;44 min;Stand-Up Comedy;"Inspired by the variety shows of the 1970s, ""A Russell Peters Christmas"" is a sweet, silly, sentimental and, most of all, funny Christmas special."
70203594;Movie;Jeff Dunham: Controlled Chaos;Michael Simon, Matthew McNeil;United States;15/03/2019;2011;TV-MA;97 min;Stand-Up Comedy;Politically incorrect and often raunchy humor pepper ventriloquist Dunham's live concert performance featuring characters Walter, Achmed and Peanut.
70266169;Movie;Tom Papa Live in New York City;Rob Zombie;United States;31/12/2018;2011;TV-14;57 min;Stand-Up Comedy;Comedian Tom Papa riffs on the trials of married life, fatherhood in the 21st century, domestic pets and more in his stand-up show.
70204316;Movie;Lavell Crawford: Can a Brother Get Some Love?;Michael Drumm;United States;02/08/2016;2011;NR;81 min;Stand-Up Comedy;"""Last Comic Standing"" runner-up Lavell Crawford lords over a hometown crowd at St. Louis's Orpheum Theatre, raking in the love – and the laughs."
80126153;TV Show;Heaven's Garden;;South Korea;15/12/2016;2011;TV-PG;1 Season;International TV Shows, Korean TV Shows, TV Dramas;When her husband goes to jail for bankruptcy, a woman takes her two daughters to live with her father, who severed ties with her years ago.
80111881;TV Show;Inborn Pair;;Taiwan;01/11/2016;2011;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Comedies;Betrothed while in utero, a resort group president enters into an arranged marriage with a legal assistant. Despite their bickering, love blooms.
80140939;TV Show;Ex-Boyfriend;;China;01/01/2017;2011;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Comedies;Still haunted by the traumatic event that ended her high school romance, a young professional gets a new subordinate: her former sweetheart.
80140362;TV Show;Who's the One;;Taiwan;01/01/2017;2011;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Comedies;A doctor performs plastic surgery on a fat man who's been jilted, and continues his transformation by turning him into a handsome, desirable man.
81020728;TV Show;Way Back into Love;;Taiwan;24/12/2018;2011;TV-PG;1 Season;International TV Shows, Romantic TV Shows, TV Comedies;After years in the U.S., a Taiwanese immigrant returns to her hometown with a young daughter in tow to assist her father with his bed-and-breakfast.
80108773;TV Show;Office Girls;;Taiwan;01/08/2016;2011;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Comedies;A department store mogul has his son work incognito in a menial job to prove his worthiness, while female co-workers teach him how normal people live.
80157567;TV Show;The Oath;;Singapore;01/07/2017;2011;TV-PG;1 Season;International TV Shows, Romantic TV Shows, TV Dramas;Two doctors with opposite approaches to treating patients clash on the job and must learn to trust each other's expertise, allowing love to bloom.
80087347;TV Show;Humsafar;;Pakistan;15/12/2016;2011;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Dramas;To fulfill her mother's dying wish, middle-class Khirad marries elite Ashar. But those who disapprove plot to turn Ashar against his wife.
81008283;TV Show;The Drunk and on Drugs Happy Funtime Hour;;Canada;24/08/2018;2011;TV-MA;1 Season;International TV Shows, TV Comedies;A variety-show production trips up big time when the cast members take their roles to new heights, and the line between fact and fiction blurs.
80136785;TV Show;Forget Me Not;;United Kingdom;18/09/2017;2011;TV-MA;1 Season;International TV Shows, TV Dramas;Teenage Xue Ming was forced to marry the man who raped her. Years after abandoning her young sons to find a better life, can she escape the guilt?
80136786;TV Show;Footprints in the Sand;;United States;16/10/2017;2011;TV-14;1 Season;International TV Shows, TV Dramas;Familial bonds strain as dramas concerning love, greed, business and generosity simmer across generations.
80157528;TV Show;The In-Laws;;;01/08/2017;2011;TV-14;1 Season;International TV Shows, TV Dramas;She swore not to meddle in her kids' lives like her mother-in-law meddled in hers. But when her sons get married, that vow proves not so easy to keep.
80157177;TV Show;Bountiful Blessings;;;01/08/2017;2011;TV-14;1 Season;International TV Shows, TV Dramas, TV Sci-Fi & Fantasy;A former mortal who is now the Kitchen God cooks up celestial turmoil when he impregnates and opens a restaurant with his beloved, reincarnated wife.
70230417;TV Show;Oscar's Oasis;;France;15/03/2015;2011;TV-G;1 Season;Kids' TV;Plucky lizard Oscar spends his time trying to avoid the hazards of the desert, including marauding chickens and bumbling adversaries.
70221673;TV Show;Power Rangers Samurai;;United States;01/01/2016;2011;TV-Y7-FV;1 Season;Kids' TV;A new generation of Power Rangers must master the Symbols of Samurai Power, which give them control over the Earth's elements to battle dark forces.
80020971;TV Show;Huntik: Secrets and Seekers;;United States, Italy;01/01/2018;2011;TV-Y7;2 Seasons;Kids' TV;A high school student searching for his missing father joins a secret group known as the Seekers, who ally with aliens to protect the world from evil.
70242629;TV Show;DreamWorks How to Train Your Dragon Legends;;United States;20/07/2012;2011;TV-PG;1 Season;Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy;In this set of shorts, Hiccup and the gang learn about different species of dragons. Then, Gobber goes in search of the Boneknapper Dragon.
70258566;TV Show;DreamWorks Spooky Stories: Volume 2;;;24/10/2012;2011;TV-PG;1 Season;Kids' TV, TV Comedies;"The Shrek characters parody the music video ""Thriller""; B.O.B. and pals battle zombie carrots; and Megamind faces the effects of the Button of Doom."
80221778;TV Show;Geronimo Stilton;Guy Vasilovich;Italy, Canada, France;31/12/2017;2011;TV-Y;1 Season;Kids' TV, TV Comedies;With the help of brainy and adventurous sidekicks, New Mouse City's favorite journalist investigates mysteries that take him around the world,
70221348;TV Show;DreamWorks Holiday Classics;;United States;16/12/2018;2011;TV-PG;1 Season;Kids' TV, TV Comedies;Join your DreamWorks friends for these four holiday specials, featuring Shrek and Donkey, Hiccup and Toothless, and the wacky animals from Madagascar.
70157266;TV Show;Scare Tactics;;United States;30/06/2019;2011;TV-MA;2 Seasons;Reality TV, TV Comedies, TV Horror;This ghoulish but hilarious hidden-camera show from Syfy finds mischievous friends and family members setting up unsuspecting victims for elaborate pranks that use high-quality makeup and special effects to unleash their worst fears upon them.
80040118;TV Show;K;;Japan;01/12/2016;2012;TV-MA;1 Season;Anime Series, Crime TV Shows, International TV Shows;A young boy is wanted for a crime he has no recollection of committing and must go on the run, hunted by two powerful kings and their forces.
80179831;TV Show;JoJo's Bizarre Adventure;;Japan;08/03/2019;2012;TV-MA;1 Season;Anime Series, International TV Shows;Multiple generations of the Joestar family – all with the same nickname – confront supernatural villains through a series of time periods.
80205232;TV Show;Girls und Panzer;Tsutomu Mizushima;Japan;15/12/2019;2012;TV-14;1 Season;Anime Series, International TV Shows;Miho Nishizumi tries to escape her family's tradition of tankery by enrolling at a new high school. Instead she gets back into the sport with friends.
70304256;TV Show;Fate/Zero;;Japan;15/06/2019;2012;TV-MA;2 Seasons;Anime Series, International TV Shows;After three unsettled battles for the mystical Holy Grail, an artifact that grants a miracle to those who hold it, a fourth war begins.
80990464;TV Show;忍者ハットリくん;;Japan;23/12/2018;2012;TV-Y7;2 Seasons;Anime Series, Kids' TV;Hailing from the mountains of Iga, Kanzo Hattori moves in with elementary school student Kenichi Mitsuba and his family to hone his skills as a ninja.
70250398;TV Show;Vexed;;United Kingdom;01/08/2017;2012;TV-MA;2 Seasons;British TV Shows, Crime TV Shows, International TV Shows;Charming slacker DI Jack Armstrong and driven professional DI Kate Bishop try to solve crimes together without driving each other crazy.
70281026;TV Show;The Fear;Michael Samuels;United Kingdom;31/03/2017;2012;TV-MA;1 Season;British TV Shows, Crime TV Shows, TV Dramas;Richie Beckett is an aging Brighton crime boss who's struggling with the onset of dementia, just as a rival gang is trying to take over his territory.
81059779;TV Show;Dangerous Roads;;United Kingdom;01/02/2019;2012;TV-MA;2 Seasons;British TV Shows, Docuseries;Using various 4x4 vehicles, celebrities steer their way across some of the most infamous roads and trickiest terrains on earth.
80048250;TV Show;The Making of Frozen Planet;;United Kingdom, United States, Spain, Germany, Greece, Canada;28/01/2016;2012;TV-PG;1 Season;British TV Shows, Docuseries, Science & Nature TV;Documentary crew members brave Earth's most frigid regions to capture the majesty and mystery found in the chillier side of the animal kingdom.
70142436;TV Show;Merlin;James Hawes;United Kingdom;15/12/2016;2012;TV-PG;5 Seasons;British TV Shows, International TV Shows, TV Action & Adventure;This family-oriented retelling of the King Arthur legend finds Merlin arriving in Camelot, where he hones his magic skills with the help of his uncle.
81014239;TV Show;The Great British Baking Show: The Beginnings;;;01/11/2018;2012;TV-PG;1 Season;British TV Shows, Reality TV;A dozen amateur bakers amiably compete for the coveted title of Britain's best as they whip up tasty treats for judges Mary Berry and Paul Hollywood.
80083261;TV Show;Burnistoun;;United Kingdom;01/10/2019;2012;TV-MA;2 Seasons;British TV Shows, TV Comedies;"This sketch series focuses on the eccentric characters in a small Scottish town, including bumbling cops, ""DJ Jesus"" and a disgruntled serial killer."
80083330;TV Show;Limmy's Show!;;United Kingdom;01/10/2019;2012;TV-MA;2 Seasons;British TV Shows, TV Comedies;"Scottish comic Brian ""Limmy"" Limond headlines this sketch series featuring him in various roles from a TV psychic to costumed adventurer ""Falconhoof."""
80035685;TV Show;Los tiempos de Pablo Escobar;Alessandro Angulo;Colombia;01/08/2018;2012;TV-MA;1 Season;Crime TV Shows, Docuseries, International TV Shows;Featuring never-before-seen images, personal testimonies and more, this is the story of one of the most notorious drug smugglers of all time.
80035684;TV Show;Pablo Escobar, el patrón del mal;;Colombia;01/06/2017;2012;TV-MA;1 Season;Crime TV Shows, International TV Shows, Spanish-Language TV Shows;From his days as a petty thief to becoming head of a drug-trafficking empire, this riveting series charts the life of the infamous Pablo Escobar.
80157645;TV Show;Unriddle;;Singapore;01/07/2017;2012;TV-14;2 Seasons;Crime TV Shows, International TV Shows, TV Dramas;When a hard-nosed detective reluctantly partners with an informant to solve complex cases, she uncovers links to a particularly puzzling cold case.
80122237;TV Show;Classic Legends;;India;15/05/2017;2012;TV-PG;1 Season;Docuseries, International TV Shows;This documentary series explores the glamour of Bollywood through the stories of the men and women who have illuminated its screens.
70235384;Movie;End of Watch;David Ayer;United States;23/11/2019;2012;R;109 min;Action & Adventure;Officers Taylor and Zavala patrol the streets of South Central Los Angeles, an area of the city ruled by gangs and riddled with drug violence.
70260512;Movie;Seal Team Six: The Raid on Osama Bin Laden;John Stockwell;United States;01/01/2020;2012;TV-MA;90 min;Action & Adventure;In this dramatic recreation, U.S. Navy SEAL Team 6 trains for a critical mission, then executes a tough nighttime raid on Osama Bin Laden's compound.
70252885;Movie;El último testigo;Philipp Stölzl;United States, Canada, Belgium, United Kingdom;04/02/2018;2012;R;105 min;Action & Adventure;A security expert and ex-CIA agent living in Belgium must go on the run with his estranged teen daughter when they're both marked for assassination.
70253590;Movie;Pusher;Luis Prieto;United Kingdom;27/12/2017;2012;R;89 min;Action & Adventure;In this remake of a 1996 Danish thriller, a drug pusher incurs his suppliers' wrath when he gets busted and is left without the money he owes.
